,ra,dec,plx,pmra,pmdec,g_mag,bp_mag,rp_mag,label,g_rp,bp_g,bp_rp
106944,0.285,-0.356,12.182,137.3,-747.6,19.49,20.046,18.913,2,0.5769999999999982,0.5560000000000009,1.1329999999999991
24114,3.957,-0.234,11.542,-3.2,24.3,18.49,18.505,18.445,0,0.0449999999999981,0.0150000000000005,0.0599999999999987
78911,5.226,0.28,21.987,538.1,-1034.9,19.567,20.173,18.853,2,0.7139999999999986,0.6059999999999981,1.3199999999999967
17139,3.577,-0.367,17.32,165.7,-79.0,19.014,19.546,18.347,0,0.666999999999998,0.532,1.198999999999998
38236,1.896,-0.642,14.564,-103.5,147.3,19.485,20.006,18.808,1,0.6769999999999996,0.5210000000000008,1.1980000000000004
90968,3.643,0.83,25.229,424.1,-1800.6,18.49,19.042,17.744,2,0.7459999999999987,0.5520000000000032,1.2980000000000018
102140,2.675,0.461,28.919,-638.8,-2821.5,18.198,18.791,17.469,2,0.7289999999999992,0.593,1.3219999999999992
51284,3.08,1.083,19.908,-243.1,-412.2,19.074,19.61,18.417,1,0.657,0.5359999999999978,1.1929999999999978
33242,3.988,-0.161,40.699,30.1,-324.2,16.981,17.393,16.372,0,0.6090000000000018,0.411999999999999,1.0210000000000008
69313,6.252,0.174,11.635,-17.5,-107.0,17.415,17.548,17.186,1,0.2289999999999992,0.1329999999999991,0.3619999999999983
21125,0.819,1.228,22.408,49.3,-272.7,16.36,16.488,16.107,0,0.2530000000000001,0.1280000000000001,0.3810000000000002
3752,3.621,0.713,32.086,-125.9,-104.8,17.72,18.126,17.165,0,0.5549999999999997,0.4060000000000023,0.961000000000002
54411,4.158,-0.229,15.336,-167.5,-126.3,18.949,19.511,18.326,1,0.6230000000000011,0.5619999999999976,1.1849999999999987
99233,0.986,0.051,26.177,2115.0,-2046.6,18.784,19.354,18.028,2,0.7560000000000002,0.5700000000000003,1.3260000000000003
102129,0.266,0.22,15.261,-477.3,-463.6,19.539,20.057,18.828,2,0.7110000000000021,0.5179999999999971,1.2289999999999992
59924,4.841,-0.995,14.36,-29.3,-260.4,15.734,15.704,15.74,1,-0.0060000000000002,-0.0299999999999993,-0.0359999999999995
70878,0.238,1.204,17.071,424.0,23.5,16.678,16.801,16.427,1,0.2510000000000012,0.1229999999999975,0.3739999999999988
25828,0.295,0.771,12.312,23.6,-45.9,15.409,15.344,15.54,0,-0.1309999999999984,-0.0650000000000012,-0.1959999999999997
52337,3.278,0.332,15.697,-185.9,-173.7,19.461,20.126,18.729,1,0.7319999999999993,0.6650000000000027,1.397000000000002
9035,0.987,-0.767,13.174,0.2,-7.8,18.847,19.034,18.452,0,0.3949999999999996,0.1869999999999976,0.5819999999999972
88152,3.207,0.069,12.932,-244.7,-1273.7,19.624,20.228,19.008,2,0.6159999999999997,0.6040000000000028,1.2200000000000024
56522,0.132,1.387,28.82,-224.8,463.6,17.479,17.945,16.85,1,0.6289999999999978,0.4660000000000011,1.0949999999999989
66374,5.089,-0.058,17.136,-65.0,-312.8,19.501,20.001,18.766,1,0.735000000000003,0.5,1.235000000000003
20817,4.605,0.781,11.011,-30.8,101.2,19.457,19.753,19.017,0,0.4400000000000013,0.2959999999999994,0.7360000000000007
79895,0.46,0.7,14.54,316.4,-145.6,18.854,19.373,18.175,2,0.6789999999999985,0.5190000000000019,1.1980000000000004
619,5.015,1.342,23.077,288.5,361.6,15.233,15.275,15.139,0,0.0940000000000012,0.0419999999999998,0.136000000000001
7765,2.287,-1.114,22.171,10.9,-42.3,16.531,16.657,16.278,0,0.2530000000000001,0.1260000000000012,0.3790000000000013
94851,4.563,-1.006,31.441,-1240.6,-1025.1,18.118,18.746,17.399,2,0.7189999999999976,0.6280000000000001,1.3469999999999978
87430,3.114,-1.298,12.242,-974.8,233.4,19.403,19.918,18.806,2,0.5969999999999978,0.5150000000000006,1.1119999999999983
44289,3.682,-0.431,16.784,-296.1,-29.9,18.472,18.918,17.874,1,0.5980000000000025,0.4459999999999979,1.0440000000000005
93768,1.122,-0.086,19.823,955.4,-662.4,19.335,19.852,18.654,2,0.6810000000000009,0.5169999999999995,1.1980000000000004
13486,4.571,0.081,29.477,-291.0,-134.0,17.483,17.914,16.875,0,0.6080000000000005,0.4310000000000009,1.0390000000000017
16946,2.046,0.536,11.162,-59.5,-1.3,17.47,17.57,17.258,0,0.2119999999999997,0.1000000000000014,0.3120000000000011
58465,4.749,0.424,12.967,-47.3,84.2,19.749,20.251,19.155,1,0.5939999999999976,0.5020000000000024,1.096
79106,3.938,-0.581,10.309,-505.9,-363.7,15.779,15.72,15.903,2,-0.1240000000000005,-0.0589999999999992,-0.1829999999999998
77337,1.331,-0.822,20.111,985.0,-410.3,19.304,19.941,18.548,2,0.7560000000000002,0.6370000000000005,1.393000000000001
58829,5.416,-1.009,22.431,171.8,-523.1,18.061,18.556,17.409,1,0.652000000000001,0.495000000000001,1.147000000000002
69261,4.635,1.294,20.466,-363.3,-215.9,18.89,19.315,18.211,1,0.679000000000002,0.4250000000000007,1.1040000000000028
12377,1.464,1.093,12.48,44.7,-181.2,19.123,19.54,18.546,0,0.5770000000000017,0.416999999999998,0.9939999999999998
23049,1.605,-1.377,41.681,75.8,308.3,16.606,17.025,16.01,0,0.5960000000000001,0.4189999999999969,1.014999999999997
53935,4.245,0.666,13.012,-32.5,-201.5,18.585,18.974,18.084,1,0.5010000000000012,0.3889999999999993,0.8900000000000006
86319,2.201,-0.647,15.167,685.6,-752.9,19.741,20.226,19.093,2,0.6479999999999997,0.4849999999999994,1.1329999999999991
84850,2.444,-0.278,12.773,80.1,68.0,18.888,19.256,18.308,2,0.5800000000000018,0.3679999999999985,0.9480000000000004
15635,1.179,-0.55,16.497,47.9,90.8,16.255,16.306,16.133,0,0.1219999999999998,0.0510000000000019,0.1730000000000018
35116,0.309,-1.043,13.071,153.6,-2.6,17.47,17.623,17.189,0,0.2809999999999988,0.1530000000000022,0.434000000000001
58905,5.229,-1.469,41.703,-138.7,-328.7,15.607,15.877,15.172,1,0.4349999999999987,0.2700000000000013,0.7050000000000001
91296,3.878,-0.205,10.346,-553.5,-229.9,18.598,18.858,18.203,2,0.3949999999999996,0.2600000000000015,0.6550000000000011
64152,0.531,-0.555,23.454,99.5,96.1,18.659,19.078,18.091,1,0.5679999999999978,0.4190000000000005,0.9869999999999984
106061,5.659,-0.02,11.285,-2.5,132.5,18.915,19.229,18.342,2,0.5730000000000004,0.314,0.8870000000000005
3518,2.673,0.608,52.001,-134.5,-980.9,15.833,16.221,15.271,0,0.5619999999999994,0.3879999999999999,0.9499999999999992
39598,2.842,1.284,15.75,-629.0,-239.5,19.362,20.021,18.686,1,0.6759999999999984,0.6590000000000025,1.3350000000000009
68529,5.383,-0.936,12.359,90.4,-78.0,19.598,20.025,18.958,1,0.6400000000000006,0.4269999999999996,1.0670000000000002
81958,2.831,0.778,27.24,208.4,-1637.2,18.534,19.14,17.808,2,0.7259999999999991,0.6060000000000016,1.3320000000000007
88141,2.411,-0.256,12.377,2.6,78.1,19.545,20.236,18.883,2,0.6620000000000026,0.690999999999999,1.3530000000000015
90500,0.172,-0.349,13.717,883.5,180.7,19.276,19.773,18.543,2,0.7330000000000005,0.4969999999999999,1.2300000000000004
67970,0.323,-0.005,12.881,232.1,-92.4,19.541,19.914,18.985,1,0.5560000000000009,0.3730000000000011,0.929000000000002
80934,4.738,0.913,30.94,-792.2,-152.0,17.736,18.284,17.051,2,0.6850000000000023,0.5479999999999983,1.2330000000000003
37976,0.442,-0.263,16.412,270.2,-11.7,19.017,19.563,18.348,1,0.6690000000000005,0.5459999999999994,1.215
93906,3.436,0.211,18.613,-86.3,-1669.3,19.477,20.13,18.751,2,0.7259999999999991,0.6529999999999987,1.3789999999999978
70182,6.097,1.217,13.962,275.7,-8.7,19.577,20.067,18.884,1,0.6930000000000014,0.4899999999999984,1.1829999999999998
107281,5.062,0.441,15.283,-157.4,-1031.8,19.257,19.692,18.578,2,0.679000000000002,0.4349999999999987,1.1140000000000008
70781,5.735,0.032,10.569,156.9,40.5,18.673,19.019,18.194,1,0.4789999999999992,0.3460000000000001,0.8249999999999993
104886,3.821,1.004,18.11,-106.3,-1083.0,18.256,18.695,17.668,2,0.588000000000001,0.439,1.027000000000001
33763,0.722,0.893,18.355,-125.5,-133.8,18.368,18.757,17.739,0,0.6289999999999978,0.3890000000000029,1.018000000000001
69326,6.173,0.595,46.112,152.1,-408.5,16.991,17.537,16.28,1,0.7109999999999985,0.5459999999999994,1.256999999999998
29954,4.548,0.437,16.128,-68.7,-198.7,18.907,19.301,18.361,0,0.5459999999999994,0.3939999999999983,0.9399999999999976
106714,6.26,-0.204,10.477,158.5,-721.3,18.177,18.342,17.801,2,0.3760000000000012,0.1649999999999991,0.5410000000000004
67130,3.187,0.493,14.89,-163.4,-110.9,19.367,19.928,18.717,1,0.6500000000000021,0.5609999999999999,1.211000000000002
25583,0.702,-0.224,33.719,145.9,-53.9,15.463,15.561,15.255,0,0.2079999999999984,0.0980000000000007,0.3059999999999991
60573,1.894,-0.346,13.783,103.0,-356.4,19.362,20.055,18.742,1,0.6199999999999974,0.6930000000000014,1.3129999999999988
6386,3.278,0.397,11.447,-168.6,-95.1,18.712,18.901,18.46,0,0.2519999999999989,0.189,0.4409999999999989
108651,1.756,0.434,12.353,508.8,-283.2,19.296,19.87,18.672,2,0.6239999999999988,0.5740000000000016,1.1980000000000004
67048,2.806,-0.027,61.615,-339.6,-1769.1,16.444,16.99,15.745,1,0.6989999999999998,0.5459999999999994,1.2449999999999992
88843,4.435,-0.562,11.578,-393.3,-397.6,17.695,17.853,17.362,2,0.3330000000000019,0.1580000000000012,0.4910000000000032
85454,4.425,-1.241,22.886,-1086.2,-934.9,18.837,19.382,18.099,2,0.7379999999999995,0.5450000000000017,1.2830000000000013
88208,1.618,-0.495,18.372,483.6,-266.3,16.386,16.51,16.138,2,0.2479999999999975,0.1240000000000023,0.3719999999999999
14173,0.721,-0.624,41.673,-291.7,-728.5,16.008,16.067,15.88,0,0.1279999999999983,0.059000000000001,0.1869999999999994
79453,5.889,0.933,10.025,629.0,455.3,19.317,19.661,18.743,2,0.5740000000000016,0.3440000000000012,0.9180000000000028
50249,2.55,-0.194,11.731,59.4,-127.5,17.428,17.536,17.177,1,0.2510000000000012,0.1080000000000005,0.3590000000000017
25069,4.435,0.417,26.686,-474.0,417.6,16.596,16.857,16.171,0,0.4250000000000007,0.2609999999999992,0.6859999999999999
61307,3.346,-0.621,24.678,-75.4,-556.1,17.744,18.165,17.119,1,0.625,0.4209999999999994,1.0459999999999994
20474,3.519,0.761,11.626,-176.1,-28.2,19.15,19.487,18.665,0,0.4849999999999994,0.3369999999999997,0.8219999999999992
56767,1.76,-0.293,15.847,-11.3,-173.1,19.261,19.826,18.576,1,0.6849999999999987,0.5650000000000013,1.25
1503,4.015,0.125,11.361,-138.0,47.1,18.498,18.662,18.172,0,0.3260000000000005,0.1639999999999979,0.4899999999999984
86221,3.116,-0.368,14.227,-151.1,-427.8,19.61,20.289,18.877,2,0.7330000000000005,0.679000000000002,1.4120000000000026
14015,2.27,0.145,16.319,-49.4,-36.9,19.693,20.275,18.901,0,0.7920000000000016,0.5819999999999972,1.3739999999999988
74245,4.479,-0.59,10.027,-316.2,-419.1,17.396,17.469,17.219,2,0.1769999999999996,0.0730000000000004,0.25
24579,4.743,-0.692,19.166,-177.3,-162.2,18.64,19.071,17.976,0,0.6640000000000015,0.4310000000000009,1.0950000000000024
77168,0.833,-0.483,39.065,1308.6,-2700.9,17.416,17.988,16.689,2,0.7270000000000003,0.5719999999999992,1.2989999999999997
68456,2.257,-1.249,19.288,-99.6,203.6,18.779,19.255,18.099,1,0.6799999999999997,0.4759999999999991,1.1559999999999988
50470,4.873,-0.71,17.075,16.9,-139.4,17.99,18.336,17.454,1,0.5359999999999978,0.3460000000000001,0.8819999999999979
32830,4.044,0.183,12.817,-46.9,-158.8,19.026,19.356,18.513,0,0.5129999999999981,0.3300000000000018,0.843
98771,4.772,0.816,10.654,-218.9,133.7,19.385,19.85,18.801,2,0.5840000000000032,0.4649999999999998,1.049000000000003
52885,1.972,0.918,23.381,272.6,-163.8,18.258,18.707,17.66,1,0.597999999999999,0.4490000000000016,1.0470000000000006
33824,4.753,-0.926,17.844,-59.8,-88.3,18.369,18.757,17.753,0,0.6159999999999997,0.3880000000000017,1.0040000000000011
62544,0.196,0.24,65.792,545.7,-618.5,15.904,16.383,15.26,1,0.6440000000000001,0.4789999999999992,1.122999999999999
107235,3.416,0.293,46.928,-70.1,-2149.6,13.222,13.234,13.191,2,0.0309999999999988,0.0120000000000004,0.0429999999999992
96489,0.384,-0.341,12.022,761.5,-734.6,19.078,19.54,18.516,2,0.5620000000000012,0.4619999999999997,1.024000000000001
42420,1.062,0.198,13.297,195.3,-69.8,19.724,20.25,19.063,1,0.6610000000000014,0.5259999999999998,1.1870000000000012
66650,4.32,-0.871,11.922,-147.7,-171.8,19.333,19.85,18.626,1,0.7069999999999972,0.517000000000003,1.2240000000000002
80387,1.81,0.165,13.406,338.7,-574.2,19.769,20.5,18.94,2,0.8289999999999971,0.7310000000000016,1.5599999999999987
95122,3.106,-0.441,16.379,-415.8,-1313.5,19.512,20.073,18.671,2,0.8410000000000011,0.5609999999999999,1.402000000000001
99663,1.962,-0.183,18.664,629.0,-930.4,19.547,20.233,18.767,2,0.7800000000000011,0.6859999999999999,1.466000000000001
64665,2.537,0.024,24.408,-72.4,-357.5,18.764,19.291,18.059,1,0.7049999999999983,0.527000000000001,1.231999999999999
13245,1.431,-0.364,13.292,9.6,91.0,19.646,20.128,18.881,0,0.7650000000000006,0.4819999999999993,1.247
101347,2.548,0.459,18.682,-179.9,-106.5,19.417,19.981,18.71,2,0.7070000000000007,0.5640000000000001,1.2710000000000008
105621,1.053,1.128,24.027,1236.4,-908.6,18.465,19.101,17.757,2,0.7079999999999984,0.6359999999999992,1.3439999999999976
20992,4.562,0.015,13.944,-103.7,-242.7,18.681,19.017,18.167,0,0.5139999999999993,0.3359999999999985,0.8499999999999979
11590,4.365,-1.369,17.241,54.4,-163.5,17.033,17.206,16.73,0,0.3030000000000008,0.1729999999999982,0.4759999999999991
19531,0.216,0.988,13.573,49.6,-54.6,19.537,19.854,19.005,0,0.532,0.3170000000000001,0.8490000000000002
6355,5.36,-0.741,13.546,56.4,-42.8,18.606,18.944,18.145,0,0.4610000000000021,0.3379999999999974,0.7989999999999995
86484,6.256,-1.342,14.413,-241.3,-519.1,18.133,18.49,17.617,2,0.5159999999999982,0.3569999999999993,0.8729999999999976
41892,5.203,-0.557,14.234,25.9,-31.6,19.445,19.825,18.864,1,0.5809999999999995,0.379999999999999,0.9609999999999984
67763,4.686,-0.026,13.851,-69.4,-3.8,19.263,19.621,18.577,1,0.6859999999999999,0.357999999999997,1.043999999999997
24235,2.174,0.518,13.386,31.0,14.2,17.776,17.978,17.425,0,0.3509999999999991,0.2020000000000017,0.5530000000000008
33137,0.562,-0.585,15.633,35.4,-37.5,18.47,18.715,18.079,0,0.3909999999999982,0.245000000000001,0.6359999999999992
82644,1.982,-1.52,12.59,235.9,-335.7,18.171,18.408,17.721,2,0.4499999999999993,0.2370000000000018,0.6870000000000012
53115,5.384,0.878,11.577,29.1,-18.4,19.426,19.847,18.821,1,0.6049999999999969,0.4210000000000029,1.0259999999999998
88832,5.364,1.444,11.892,641.4,1056.1,19.056,19.515,18.427,2,0.6290000000000013,0.4589999999999996,1.088000000000001
32341,5.442,0.713,23.655,353.7,356.4,18.067,18.551,17.428,0,0.6389999999999993,0.4839999999999982,1.1229999999999976
57128,1.338,0.321,17.121,159.5,-338.0,18.59,19.049,17.981,1,0.6089999999999982,0.4589999999999996,1.0679999999999978
73261,0.095,-0.18,13.251,221.1,-233.8,18.633,18.99,18.071,2,0.5619999999999976,0.3569999999999993,0.9189999999999968
25353,1.132,1.022,16.654,79.2,-197.8,18.915,19.51,18.238,0,0.6769999999999996,0.5950000000000024,1.272000000000002
24136,4.608,-0.1,21.121,29.1,-364.7,17.365,17.676,16.91,0,0.4549999999999983,0.3109999999999999,0.7659999999999982
61212,1.732,-0.147,14.497,-10.7,-58.2,19.636,20.039,18.848,1,0.7880000000000003,0.4030000000000022,1.1910000000000025
4109,4.912,0.366,15.617,-148.0,-185.4,18.683,19.013,18.166,0,0.5169999999999995,0.3300000000000018,0.8470000000000013
74619,1.585,0.638,14.951,735.5,-1052.6,16.721,16.835,16.49,2,0.2310000000000016,0.1140000000000007,0.3450000000000024
79666,3.964,-0.68,10.925,138.3,-148.0,16.95,17.017,16.829,2,0.1209999999999986,0.0670000000000001,0.1879999999999988
84739,1.858,0.906,14.373,217.5,-520.6,17.388,17.576,17.056,2,0.3320000000000007,0.1879999999999988,0.5199999999999996
69971,3.983,0.002,11.035,160.2,-158.2,19.502,19.885,18.838,1,0.6639999999999979,0.3830000000000026,1.0470000000000006
78526,0.583,0.002,28.181,642.8,-2326.4,18.952,19.527,18.201,2,0.7510000000000012,0.5749999999999993,1.3260000000000003
68178,0.266,0.981,18.4,159.9,-242.7,18.969,19.536,18.254,1,0.7149999999999999,0.5670000000000002,1.282
74530,5.763,0.212,12.279,430.4,-133.5,19.633,20.129,18.914,2,0.7189999999999976,0.4960000000000022,1.215
2713,1.657,-0.145,21.023,136.3,-391.7,18.28,18.73,17.657,0,0.6230000000000011,0.4499999999999993,1.0730000000000004
83788,5.605,-1.084,25.617,640.7,-634.1,18.76,19.229,18.014,2,0.7460000000000022,0.4689999999999976,1.215
39093,2.443,-0.34,15.319,101.9,-310.6,18.529,19.003,17.93,1,0.5990000000000002,0.4740000000000002,1.0730000000000004
36647,3.306,-0.512,12.872,-190.5,-332.8,19.726,20.126,19.009,1,0.7169999999999987,0.4000000000000021,1.1170000000000009
20629,3.486,1.386,11.294,-163.2,44.6,19.063,19.366,18.451,0,0.6119999999999983,0.3030000000000008,0.9149999999999991
45346,2.55,-0.269,16.879,112.6,-172.0,19.133,19.804,18.436,1,0.6969999999999992,0.6709999999999994,1.3679999999999986
14087,3.032,-0.298,12.052,34.4,28.4,19.422,19.781,18.818,0,0.6039999999999992,0.3589999999999982,0.9629999999999974
30181,6.108,-1.322,11.551,146.8,-97.9,18.823,19.144,18.363,0,0.4600000000000008,0.3209999999999979,0.7809999999999988
107682,4.57,1.229,10.776,-540.4,570.5,17.745,17.899,17.464,2,0.2810000000000023,0.1539999999999999,0.4350000000000023
95698,5.11,-1.051,56.81,-1547.3,-2966.2,13.039,13.075,12.959,2,0.08,0.0359999999999995,0.1159999999999996
34763,0.247,0.405,15.049,72.0,-29.3,19.548,20.077,18.823,0,0.7249999999999979,0.5290000000000035,1.2540000000000011
6215,2.759,0.086,13.787,9.7,-104.7,18.355,18.3,18.375,0,-0.0199999999999995,-0.0549999999999997,-0.0749999999999992
35519,4.407,-1.035,11.43,-43.6,-185.1,18.587,18.884,18.162,0,0.4250000000000007,0.2970000000000006,0.7220000000000013
22235,0.996,-0.919,21.097,-76.8,-61.3,18.251,18.705,17.603,0,0.6479999999999997,0.4539999999999971,1.1019999999999968
20513,1.542,0.651,11.611,7.2,-118.5,19.41,19.661,18.943,0,0.4669999999999987,0.2510000000000012,0.718
86925,3.676,-0.731,11.219,-579.3,-282.0,19.421,19.82,18.851,2,0.5700000000000003,0.3990000000000009,0.9690000000000012
59416,1.001,-1.093,19.656,260.1,260.2,19.191,19.783,18.456,1,0.7349999999999994,0.5920000000000023,1.3270000000000015
4876,0.992,-0.037,12.904,32.4,37.7,15.539,15.454,15.703,0,-0.1639999999999997,-0.084999999999999,-0.2489999999999987
58483,4.896,0.551,13.685,-15.6,6.4,19.16,19.715,18.465,1,0.6950000000000003,0.5549999999999997,1.25
13987,4.345,0.299,16.712,-74.9,0.1,16.062,16.013,16.171,0,-0.1089999999999982,-0.0489999999999994,-0.1579999999999977
56529,4.973,-1.085,31.521,-392.0,-178.0,17.568,18.074,16.9,1,0.6680000000000028,0.5060000000000002,1.174000000000003
17003,5.913,-0.978,12.692,49.4,-101.4,18.887,19.202,18.414,0,0.472999999999999,0.3150000000000013,0.7880000000000003
37695,6.196,0.193,10.605,51.0,-121.5,17.338,17.423,17.152,1,0.1859999999999999,0.0849999999999973,0.2709999999999972
81556,2.453,0.054,18.934,-765.4,-1375.9,18.903,19.448,18.184,2,0.7189999999999976,0.5450000000000017,1.2639999999999991
14871,0.242,0.229,17.262,84.8,-219.1,18.716,19.173,18.084,0,0.6320000000000014,0.4569999999999972,1.0889999999999986
33897,4.443,-0.34,11.509,-91.9,-121.4,18.347,18.632,17.933,0,0.4140000000000015,0.2850000000000001,0.6990000000000016
38878,5.678,0.001,12.805,-57.5,-40.8,18.748,19.187,18.181,1,0.5670000000000002,0.439,1.0060000000000002
93844,3.685,-0.739,25.051,691.9,-504.9,16.419,16.66,16.026,2,0.3930000000000007,0.2409999999999996,0.6340000000000003
74121,2.71,-0.509,34.098,-503.6,-63.2,17.165,17.648,16.526,2,0.6389999999999993,0.4830000000000005,1.122
43433,3.496,0.358,61.782,76.1,-517.6,16.046,16.497,15.428,1,0.6179999999999986,0.4510000000000005,1.068999999999999
78207,4.834,1.47,18.21,-394.2,1258.5,17.306,17.569,16.878,2,0.4280000000000008,0.2629999999999981,0.690999999999999
57659,3.395,-1.168,16.692,-38.2,43.4,19.281,19.768,18.677,1,0.6039999999999992,0.4870000000000019,1.091000000000001
5946,5.229,-0.54,10.125,-80.3,-39.5,18.651,18.822,18.204,0,0.4469999999999992,0.1709999999999993,0.6179999999999986
83228,0.77,-0.239,19.271,380.7,-969.6,19.906,20.576,19.273,2,0.6329999999999991,0.6700000000000017,1.3030000000000008
81758,0.412,0.501,12.676,589.2,-189.4,19.402,19.98,18.722,2,0.6799999999999997,0.5779999999999994,1.2579999999999991
20466,3.406,0.075,20.01,-290.3,144.3,18.677,18.987,18.099,0,0.5779999999999994,0.3099999999999987,0.8879999999999981
12324,5.592,-0.266,18.786,-28.2,-59.9,14.85,14.811,14.93,0,-0.08,-0.0389999999999997,-0.1189999999999997
32380,2.819,-0.553,10.705,-23.3,-111.0,19.3,19.775,18.72,0,0.5800000000000018,0.4749999999999978,1.0549999999999995
56907,1.304,0.293,13.34,143.1,-59.4,19.687,20.067,18.861,1,0.8260000000000005,0.379999999999999,1.2059999999999995
10029,3.668,1.178,24.602,-381.6,186.8,17.992,18.43,17.412,0,0.5800000000000018,0.4379999999999988,1.018000000000001
67336,0.145,-0.71,14.21,49.7,-156.3,18.984,19.466,18.391,1,0.5930000000000035,0.4819999999999993,1.0750000000000028
10599,1.08,0.86,10.409,158.3,-93.6,19.21,19.558,18.669,0,0.5410000000000004,0.347999999999999,0.8889999999999993
88189,4.392,0.848,14.435,-402.5,-700.6,18.052,18.315,17.592,2,0.4600000000000008,0.2630000000000017,0.7230000000000025
91006,1.02,0.042,16.025,904.8,-75.6,19.813,20.439,19.085,2,0.727999999999998,0.6260000000000012,1.3539999999999992
